activity_id,user_id,lesson_id,activity_type,activity_time
30082,1665,590,view,2024-06-20T11:27:00
30083,7873,1446,view,2024-06-18T00:31:01
30084,5940,1288,view,2024-11-09T07:16:52
30085,5758,257,view,2024-06-26T18:21:42
30086,9445,1366,view,2024-06-16T23:28:37
30087,5245,158,view,2024-06-14T02:14:46
30088,6377,534,view,2024-09-26T14:24:45
30089,6018,171,complete,2024-06-04T10:51:35
30090,8397,1266,complete,2024-10-19T15:35:26
30091,8452,1642,view,2024-01-23T06:44:37
30092,7571,156,complete,2024-09-25T18:34:50
30093,5293,1862,complete,2024-08-25T03:20:50
30094,5281,608,view,2024-02-01T16:41:56
30095,1297,1241,view,2024-08-16T11:36:33
30096,9913,1917,view,2024-02-16T19:03:39
30097,4872,1920,view,2024-08-21T13:20:42
30098,5236,1997,view,2024-03-14T16:22:47
30099,1648,573,view,2024-12-13T05:52:34
30100,6042,301,view,2024-05-21T16:00:16
30101,8489,1994,view,2024-03-04T13:37:31
30102,2445,273,view,2024-05-27T18:57:48
30103,7891,1230,complete,2024-11-21T16:21:12
30104,4248,1552,view,2024-04-08T07:14:02
30105,1737,1137,complete,2024-02-19T00:04:44
30106,6590,796,view,2024-05-13T00:26:21
30107,8800,141,complete,2024-08-12T00:46:44
30108,9281,1691,view,2024-09-12T11:20:12
30109,1439,17,view,2024-09-08T21:47:36
30110,2194,116,complete,2024-08-25T08:55:40
30111,3582,1390,view,2024-03-22T18:53:08
30112,577,1418,view,2024-02-13T23:19:24
30113,3442,558,complete,2024-06-23T02:41:12
30114,4915,1827,view,2024-06-18T00:37:22
30115,532,948,view,2024-12-01T19:19:12
30116,8542,806,view,2024-08-13T00:07:36
30117,7220,1226,view,2024-07-11T17:04:51
30118,4861,814,view,2024-11-24T08:16:24
30119,4217,1450,complete,2024-12-26T12:50:36
30120,4158,1147,view,2024-11-24T21:02:44
30121,9227,737,view,2024-01-07T00:25:40
30122,554,805,complete,2024-07-25T04:47:15
30123,1273,26,view,2024-11-04T04:25:13
30124,89,433,view,2024-05-17T21:10:58
30125,5623,1784,complete,2024-06-12T06:58:25
30126,6317,191,view,2024-10-19T01:22:44
30127,6118,558,view,2024-11-28T23:05:55
30128,4537,949,view,2024-06-22T18:59:56
30129,8871,154,view,2024-05-03T17:11:02
30130,6696,1824,complete,2024-08-11T08:53:51
30131,3297,1512,complete,2024-02-15T08:25:51
30132,6535,1366,view,2024-01-11T03:48:34
30133,8658,1886,view,2024-09-01T00:39:11
30134,8556,168,complete,2024-05-25T13:05:25
30135,3240,317,view,2024-11-24T10:38:10
30136,8611,966,view,2024-09-10T10:41:23
30137,5834,298,view,2024-06-18T08:28:42
30138,7895,1615,view,2024-10-11T22:11:50
30139,526,448,view,2024-11-01T08:14:09
30140,6867,113,view,2024-03-23T13:10:32
30141,6131,1774,view,2024-11-05T07:57:04
30142,222,1711,view,2024-12-12T01:08:31
30143,6281,1213,view,2024-10-11T22:26:34
30144,6213,934,view,2024-08-17T14:30:57
30145,4903,395,complete,2024-09-10T06:11:07
30146,3693,1441,view,2024-09-17T13:18:44
30147,3808,1883,view,2024-11-16T02:28:36
30148,8872,520,view,2024-06-10T10:19:21
30149,156,1717,view,2024-07-07T07:56:16
30150,6641,1005,complete,2024-01-19T00:33:19
30151,8388,116,view,2024-09-13T22:18:57
30152,6821,1011,view,2024-04-27T16:16:00
30153,4572,294,view,2024-11-28T07:54:00
30154,6373,1006,view,2024-04-17T18:13:56
30155,7576,1864,view,2024-10-31T21:38:04
30156,5026,523,complete,2024-06-21T22:48:08
30157,491,979,view,2024-07-04T10:19:38
30158,6165,545,complete,2024-07-05T22:12:44
30159,7111,622,view,2024-12-22T00:16:57
30160,7592,1871,complete,2024-11-16T08:28:07
30161,6252,263,view,2024-02-13T02:26:15
30162,3422,9,complete,2024-04-15T12:21:02
30163,6452,778,view,2024-01-14T05:22:00
30164,8771,716,view,2024-05-18T00:55:04
30165,6561,892,complete,2024-11-08T14:45:36
30166,4107,846,view,2024-06-23T20:55:37
30167,9559,771,view,2024-11-24T12:04:57
30168,3497,279,view,2024-11-25T02:47:57
30169,7513,1641,view,2024-06-30T18:43:54
30170,7400,1692,view,2024-12-25T07:51:18
30171,5425,1765,view,2024-01-22T12:24:47
30172,8380,308,view,2024-02-22T08:08:23
30173,1504,811,view,2024-05-21T19:48:52
30174,4112,1137,view,2024-10-18T05:16:38
30175,2772,1672,complete,2024-01-08T02:18:16
30176,9224,1249,complete,2024-09-27T18:29:16
30177,1348,844,view,2024-02-03T05:24:02
30178,9118,1720,view,2024-05-19T19:12:45
30179,309,1365,complete,2024-05-23T02:55:43
30180,3567,1878,complete,2024-04-19T13:21:05
30181,7617,1278,view,2024-04-09T10:32:06
30182,5787,1619,view,2024-08-27T21:24:01
30183,2527,809,view,2024-04-19T14:03:17
30184,9997,1720,view,2024-01-14T21:30:14
30185,8406,1946,view,2024-09-05T12:17:44
30186,4231,3,view,2024-11-18T14:54:24
30187,9168,666,view,2024-10-31T13:38:11
30188,4507,893,view,2024-08-29T03:18:12
30189,6723,1943,view,2024-09-25T17:38:31
30190,9528,378,complete,2024-08-29T22:39:14
30191,4690,161,view,2024-12-07T00:05:46
30192,4366,396,view,2024-07-28T00:38:28
30193,4481,977,complete,2024-05-04T13:13:20
30194,4115,727,view,2024-06-26T23:34:52
30195,2371,1780,view,2024-11-11T10:38:54
30196,854,6,view,2024-05-05T17:44:52
30197,6831,1198,view,2024-02-21T08:03:27
30198,5097,1348,view,2024-05-23T18:32:04
30199,8385,96,view,2024-05-31T05:52:08
30200,989,1613,view,2024-09-01T15:22:34
30201,9479,624,view,2024-03-25T01:38:34
30202,9545,1152,view,2024-07-09T12:49:49
30203,1011,1884,view,2024-04-10T07:52:17
30204,3296,871,complete,2024-12-18T00:45:36
30205,3642,746,view,2024-04-13T17:42:23
30206,352,1060,complete,2024-12-28T15:34:44
30207,3152,1135,complete,2024-10-16T20:10:11
30208,176,1749,view,2024-08-01T10:24:23
30209,166,75,view,2024-04-14T12:04:13
30210,8616,1537,view,2024-05-18T14:53:25
30211,9043,160,view,2024-05-10T17:38:19
30212,6753,1403,view,2024-10-11T11:58:51
30213,9848,36,view,2024-05-10T19:28:19
30214,6821,77,view,2024-10-02T13:11:38
30215,8947,1313,view,2024-09-16T20:30:01
30216,5354,1251,complete,2024-09-11T04:20:31
30217,7248,52,complete,2024-07-02T20:24:07
30218,3836,1323,view,2024-05-31T14:34:13
30219,4242,1532,view,2024-11-19T16:16:41
30220,4695,1029,view,2024-12-30T21:01:28
30221,3512,1425,view,2024-10-19T08:56:23
30222,2276,1132,view,2024-09-18T09:51:02
30223,3489,320,view,2024-06-08T05:28:52
30224,2989,342,view,2024-03-22T18:12:15
30225,5332,1678,view,2024-04-03T23:50:38
30226,9595,778,view,2024-11-17T14:13:21
30227,8098,1078,view,2024-05-11T08:50:55
30228,8824,1571,complete,2024-09-24T21:51:04
30229,6026,749,view,2024-04-15T10:26:34
30230,1738,1338,view,2024-03-12T08:37:09
30231,5286,868,view,2024-01-02T06:03:02
30232,3500,380,complete,2024-10-02T04:27:57
30233,3839,1943,view,2024-12-17T08:14:57
30234,1801,1324,view,2024-05-09T16:46:33
30235,9830,1448,view,2024-01-11T05:55:22
30236,6002,1577,view,2024-08-07T12:54:34
30237,4414,1683,view,2024-12-14T22:35:58
30238,545,1444,view,2024-05-12T14:38:59
30239,2700,539,complete,2024-03-24T19:33:12
30240,704,1539,complete,2024-10-30T01:21:38
30241,9213,517,view,2024-01-04T19:56:33
30242,4684,506,complete,2024-09-23T08:21:35
30243,7146,985,view,2024-06-23T11:56:44
30244,4670,1669,complete,2024-03-03T08:25:15
30245,373,1517,view,2024-07-01T16:38:24
30246,3155,1522,view,2024-12-26T14:34:55
30247,1469,498,complete,2024-10-11T22:51:54
30248,4158,1655,view,2024-07-01T14:06:28
30249,2662,582,view,2024-02-20T18:35:41
30250,95,193,view,2024-07-24T01:03:28
30251,4530,1311,view,2024-08-30T17:40:44
30252,3191,427,view,2024-10-01T11:37:09
30253,1927,1508,view,2024-09-27T02:43:36
30254,5034,171,view,2024-10-27T20:10:37
30255,673,315,view,2024-02-25T12:01:15
30256,239,32,view,2024-07-03T09:28:54
30257,8938,1159,view,2024-05-31T02:25:39
30258,2787,1056,complete,2024-08-10T01:25:07
30259,5047,1669,view,2024-05-06T23:43:06
30260,6921,1608,view,2024-09-18T01:50:14
30261,4902,846,complete,2024-07-16T02:20:03
30262,9363,1930,view,2024-12-08T01:01:35
30263,6498,1308,complete,2024-08-04T01:11:07
30264,7980,1590,view,2024-07-12T09:30:21
30265,4414,1662,view,2024-01-24T09:01:22
30266,6891,924,view,2024-10-05T14:32:47
30267,809,537,complete,2024-08-03T15:58:52
30268,1591,120,view,2024-08-13T15:57:09
30269,719,309,view,2024-04-15T21:46:13
30270,2447,34,complete,2024-11-22T19:18:31
30271,3550,1990,view,2024-12-30T10:24:20
30272,7611,1240,view,2024-12-01T07:01:06
30273,3758,738,view,2024-03-02T04:51:17
30274,7246,1082,complete,2024-10-12T14:14:54
30275,9915,1357,view,2024-12-08T07:15:57
30276,2659,385,view,2024-09-07T12:53:54
30277,9698,1129,view,2024-06-14T14:08:24
30278,276,758,view,2024-11-13T06:07:15
30279,743,880,view,2024-06-05T13:00:20
30280,6213,1747,view,2024-01-09T20:59:04
30281,3233,1000,view,2024-04-01T04:04:39
30282,8348,684,view,2024-06-08T03:07:53
30283,2229,277,complete,2024-12-25T06:47:26
30284,6820,649,complete,2024-06-13T12:52:56
30285,7346,228,view,2024-11-10T22:39:43
30286,9980,585,view,2024-08-24T22:48:04
30287,5771,433,view,2024-07-28T20:01:07
30288,6778,255,view,2024-01-13T01:59:29
30289,6834,1668,complete,2024-11-02T00:18:41
30290,4716,1775,view,2024-09-04T02:00:43
30291,2080,1698,view,2024-03-13T18:41:56
30292,7191,65,view,2024-10-29T02:15:23
30293,6317,1636,view,2024-06-29T11:10:03
30294,9746,440,complete,2024-06-18T00:09:39
30295,3882,1706,view,2024-09-21T14:35:06
30296,1440,1158,complete,2024-12-05T20:53:54
30297,3543,105,complete,2024-04-28T22:17:21
30298,3640,68,view,2024-04-12T14:32:57
30299,2357,1138,complete,2024-07-29T02:05:18
30300,5547,397,view,2024-03-07T23:37:27
30301,2898,1089,view,2024-09-06T02:30:47
30302,3955,436,complete,2024-12-17T06:15:29
30303,765,1784,view,2024-10-26T03:28:27
30304,87,216,view,2024-08-21T01:01:19
30305,3350,630,view,2024-11-15T22:31:49
30306,2146,125,view,2024-11-08T05:36:00
30307,3043,1627,view,2024-04-20T20:46:53
30308,1488,1787,view,2024-03-17T07:56:28
30309,7809,1930,view,2024-09-25T17:34:13
30310,5105,1339,complete,2024-05-19T22:47:12
30311,4019,1898,view,2024-01-18T22:27:33
30312,5162,1926,view,2024-01-22T23:51:25
30313,7988,365,view,2024-07-06T04:03:44
30314,6623,1151,view,2024-08-22T05:49:57
30315,2544,1130,view,2024-11-18T17:53:25
30316,4312,562,view,2024-06-03T14:35:27
30317,6079,13,view,2024-11-07T10:52:58
30318,8673,1013,view,2024-02-09T20:23:56
30319,7357,464,view,2024-06-16T21:48:48
30320,9330,1861,view,2024-05-17T19:47:15
30321,4030,349,view,2024-03-27T23:13:04
30322,7039,1764,view,2024-07-04T17:08:15
30323,7320,730,view,2024-07-11T12:32:32
30324,1070,1178,view,2024-12-04T03:13:55
30325,8831,47,view,2024-10-30T06:47:17
30326,910,1715,view,2024-06-30T09:04:35
30327,1700,1535,complete,2024-09-21T09:10:22
30328,3418,128,view,2024-07-23T02:02:34
30329,8157,1671,view,2024-04-09T10:32:40
30330,1476,450,view,2024-02-24T04:51:14
30331,7198,809,view,2024-04-18T00:57:04
30332,1916,191,view,2024-07-09T16:11:44
30333,6464,681,view,2024-02-11T05:35:04
30334,8824,777,view,2024-06-12T03:23:00
30335,8968,649,view,2024-04-21T19:40:14
30336,5984,102,view,2024-08-07T03:12:11
30337,9635,578,complete,2024-01-26T02:23:29
30338,4072,63,view,2024-08-15T17:49:15
30339,7199,1997,view,2024-02-13T09:05:05
30340,621,1699,view,2024-05-31T07:15:10
30341,9378,710,complete,2024-03-15T23:18:24
30342,6533,1415,complete,2024-09-21T05:21:27
30343,7524,613,view,2024-06-15T08:17:48
30344,5524,256,view,2024-08-14T00:05:30
30345,2704,734,view,2024-05-09T14:03:24
30346,875,111,view,2024-01-09T10:19:21
30347,4695,1511,view,2024-11-27T20:47:44
30348,7307,1090,complete,2024-11-20T19:23:26
30349,5745,1414,view,2024-09-23T15:31:05
30350,2416,1603,view,2024-07-01T19:34:45
30351,8919,1472,view,2024-11-07T18:47:54
30352,3517,1918,complete,2024-03-08T10:04:06
30353,6943,62,view,2024-05-13T05:59:30
30354,6875,487,view,2024-08-23T21:14:08
30355,8413,462,view,2024-03-09T07:48:16
30356,1229,462,view,2024-05-13T16:48:53
30357,1517,1743,view,2024-01-15T00:14:37
30358,483,751,view,2024-02-08T11:45:29
30359,2621,366,view,2024-05-30T18:15:34
30360,2441,1625,view,2024-08-23T12:24:42
30361,6962,1830,view,2024-01-29T17:20:11
30362,9725,614,complete,2024-05-15T09:57:45
30363,8207,815,complete,2024-06-14T20:47:00
30364,6424,210,complete,2024-08-26T02:01:52
30365,9929,1005,view,2024-07-04T00:40:03
30366,635,1563,complete,2024-07-24T21:28:18
30367,6608,814,view,2024-01-25T01:40:50
30368,1303,1618,view,2024-07-05T13:15:48
30369,5623,71,view,2024-08-30T16:19:33
30370,1684,200,complete,2024-07-16T22:02:49
30371,557,146,view,2024-02-25T02:49:32
30372,4215,812,complete,2024-03-21T20:11:20
30373,292,1991,complete,2024-01-21T18:23:02
30374,1929,810,complete,2024-07-04T17:36:09
30375,1451,1990,view,2024-09-17T03:50:01
30376,4541,1454,view,2024-01-18T21:30:23
30377,918,564,view,2024-01-09T04:59:25
30378,2693,718,view,2024-07-22T10:58:11
30379,8804,272,complete,2024-01-25T14:06:44
30380,5085,887,view,2024-03-17T09:09:30
30381,1228,658,view,2024-03-24T19:01:07
30382,1571,1403,view,2024-10-19T21:47:15
30383,6404,624,view,2024-11-26T02:16:16
30384,3281,1511,view,2024-10-18T02:07:51
30385,2517,1195,view,2024-04-29T13:35:33
30386,338,970,complete,2024-11-16T07:56:55
30387,8265,1087,view,2024-10-13T04:57:52
30388,5198,81,view,2024-08-13T01:29:31
30389,9718,823,view,2024-01-08T03:20:21
30390,9779,330,view,2024-02-24T22:07:17
30391,9379,24,view,2024-03-21T23:21:48
30392,2320,281,view,2024-10-26T08:15:31
30393,7403,459,view,2024-07-05T12:57:18
30394,3331,633,view,2024-04-26T08:57:23
30395,7230,194,view,2024-03-30T23:35:08
30396,9247,1542,view,2024-03-10T01:40:54
30397,2177,1703,view,2024-11-18T19:21:52
30398,8510,395,view,2024-06-16T20:21:32
30399,1185,910,view,2024-08-11T00:06:07
30400,2730,1762,complete,2024-11-30T04:03:06
30401,8613,1826,complete,2024-10-05T02:37:14
30402,6708,1524,complete,2024-03-09T04:37:14
30403,7410,1139,view,2024-10-21T08:04:57
30404,4131,1637,view,2024-10-29T22:29:13
30405,4783,1896,view,2024-04-18T05:44:56
30406,9571,591,view,2024-08-30T03:36:25
30407,2178,1950,complete,2024-04-19T06:54:00
30408,6572,697,view,2024-02-07T22:20:29
30409,3658,303,view,2024-08-02T10:53:00
30410,7818,75,view,2024-01-02T11:14:23
30411,332,788,view,2024-02-05T01:32:06
30412,8378,665,view,2024-09-27T13:45:05
30413,9112,1308,view,2024-05-27T07:39:22
30414,4080,781,view,2024-09-18T06:23:47
30415,8470,1976,complete,2024-08-12T04:03:53
30416,5673,817,view,2024-09-05T01:11:40
30417,4740,23,view,2024-05-16T21:08:54
30418,4818,1355,complete,2024-12-18T11:41:33
30419,2070,448,complete,2024-08-25T05:03:15
30420,3644,143,view,2024-08-26T03:11:01
30421,486,1920,view,2024-02-15T18:11:22
30422,372,1469,view,2024-02-15T19:41:13
30423,9390,1072,view,2024-09-07T10:32:37
30424,2183,1334,view,2024-09-26T15:01:18
30425,5256,1843,complete,2024-03-08T18:52:15
30426,8460,1563,complete,2024-08-10T06:48:37
30427,4491,562,view,2024-11-24T23:04:44
30428,3302,1737,complete,2024-04-26T17:07:02
30429,3607,637,view,2024-06-12T07:37:23
30430,278,379,view,2024-12-15T22:58:14
30431,7853,1750,complete,2024-04-12T01:52:08
30432,2070,605,view,2024-01-16T07:28:51
30433,7207,193,view,2024-04-06T00:47:28
30434,1833,1491,view,2024-01-27T11:24:09
30435,2104,103,view,2024-02-11T13:06:52
30436,6979,1443,view,2024-07-29T15:31:49
30437,1148,1760,complete,2024-03-01T11:08:01
30438,9488,271,view,2024-08-02T21:06:36
30439,658,1992,view,2024-06-28T11:31:38
30440,2445,334,view,2024-08-20T20:14:18
30441,8214,1145,view,2024-12-17T17:32:57
30442,6153,1577,view,2024-02-06T16:10:11
30443,9071,1223,view,2024-04-12T04:54:01
30444,5513,446,view,2024-06-17T19:11:33
30445,9234,1451,complete,2024-12-21T06:57:11
30446,4800,1415,complete,2024-05-18T17:36:14
30447,3809,1850,view,2024-08-17T04:20:58
30448,3123,122,view,2024-05-15T11:46:57
30449,7994,608,view,2024-02-07T05:44:34
30450,3862,1000,view,2024-02-01T21:18:40
30451,620,724,view,2024-09-10T19:17:20
30452,7197,1786,view,2024-02-26T08:17:31
30453,6839,1274,view,2024-01-11T16:16:05
30454,7801,866,view,2024-11-10T11:08:35
30455,5066,262,view,2024-03-14T05:33:36
30456,6368,533,view,2024-11-16T22:36:12
30457,7438,1243,view,2024-03-30T12:18:22
30458,4882,1998,view,2024-08-06T14:26:40
30459,710,1372,view,2024-11-11T23:18:51
30460,8146,1735,complete,2024-12-17T19:53:23
30461,282,1817,view,2024-10-18T00:24:59
30462,7283,1264,view,2024-01-24T03:08:24
30463,2323,108,view,2024-05-22T16:47:01
30464,4934,139,view,2024-08-22T01:55:16
30465,4226,1211,view,2024-05-29T10:19:58
30466,3284,680,view,2024-06-16T20:35:46
30467,1230,1837,complete,2024-09-21T01:50:13
30468,8161,1221,view,2024-06-17T01:10:48
30469,2756,937,view,2024-09-07T23:59:03
30470,6069,702,view,2024-08-13T02:51:48
30471,3301,1652,view,2024-04-08T13:39:43
30472,6269,1894,view,2024-02-29T21:05:23
30473,3209,1220,view,2024-03-25T05:07:16
30474,263,1474,view,2024-08-10T21:40:42
30475,821,1280,view,2024-12-26T01:57:46
30476,1231,375,view,2024-04-22T15:45:05
30477,8155,1756,view,2024-11-17T05:03:21
30478,3697,113,view,2024-03-14T08:32:02
30479,2554,1782,view,2024-08-04T13:26:10
30480,3717,1988,view,2024-09-19T09:39:09
30481,7767,865,view,2024-03-21T16:54:44
30482,9542,1306,view,2024-10-07T00:18:27
30483,4015,1299,view,2024-07-06T01:30:02
30484,7661,989,view,2024-05-18T17:46:52
30485,4970,971,view,2024-12-07T23:10:33
30486,9570,809,complete,2024-11-30T16:21:18
30487,1282,1709,view,2024-09-19T12:10:37
30488,6537,1167,complete,2024-10-16T15:50:40
30489,4500,1553,view,2024-12-09T18:05:47
30490,5973,434,view,2024-04-21T10:57:37
30491,4861,109,view,2024-12-10T07:50:58
30492,4284,91,view,2024-03-02T18:09:04
30493,722,1988,view,2024-07-24T19:02:12
30494,7733,376,complete,2024-07-13T12:48:38
30495,6877,716,view,2024-04-26T11:21:37
30496,5490,167,view,2024-05-29T11:35:44
30497,7504,1477,view,2024-04-04T02:44:23
30498,7960,322,view,2024-07-03T02:25:03
30499,9922,200,view,2024-10-06T10:17:02
30500,1223,103,view,2024-07-05T03:46:51
30501,932,735,complete,2024-04-03T17:16:38
30502,2853,1913,view,2024-04-29T00:42:15
30503,5266,348,view,2024-08-31T19:35:50
30504,9371,928,view,2024-08-01T13:22:24
30505,6878,1336,view,2024-09-01T15:15:16
30506,1769,1266,view,2024-10-29T03:19:46
30507,1119,1433,view,2024-05-06T00:35:34
30508,9491,566,view,2024-01-21T20:37:14
30509,9713,141,view,2024-10-12T11:44:17
30510,9889,1070,view,2024-04-04T14:53:34
30511,7248,1322,view,2024-01-04T18:40:39
30512,9732,1653,view,2024-11-13T00:24:49
30513,7292,439,view,2024-10-10T21:41:39
30514,8180,1750,view,2024-03-10T15:17:45
30515,3721,1389,view,2024-12-05T12:08:08
30516,281,1144,view,2024-06-23T04:48:59
30517,57,720,view,2024-07-03T10:22:16
30518,6469,536,complete,2024-11-02T22:31:23
30519,91,571,view,2024-02-23T01:35:36
30520,4,1947,view,2024-09-22T13:19:59
30521,8725,1453,view,2024-11-03T22:16:12
30522,7627,1490,view,2024-01-31T19:19:35
30523,8607,751,view,2024-06-25T07:06:30
30524,8828,1728,view,2024-08-11T11:37:41
30525,5329,1416,view,2024-03-20T08:40:02
30526,8455,1155,view,2024-11-12T03:13:38
30527,8937,527,view,2024-01-29T23:30:30
30528,5745,1481,view,2024-06-04T17:52:51
30529,6259,1441,view,2024-03-02T12:14:29
30530,311,690,complete,2024-05-18T22:28:18
30531,8799,1968,view,2024-01-19T02:11:06
30532,5828,1512,complete,2024-11-22T18:44:25
30533,9737,89,view,2024-05-08T03:53:02
30534,6970,1856,view,2024-05-16T21:32:29
30535,109,565,view,2024-03-17T20:15:41
30536,2334,1585,view,2024-03-02T08:06:42
30537,6616,1735,view,2024-06-13T20:48:00
30538,4464,830,view,2024-06-21T05:51:09
30539,5226,531,view,2024-08-27T18:29:04
30540,4096,913,view,2024-08-23T11:21:10
30541,4157,1849,view,2024-02-26T13:55:41
30542,2295,57,view,2024-04-17T22:24:33
30543,4519,1013,view,2024-11-30T17:37:49
30544,6412,458,view,2024-11-22T23:05:03
30545,338,711,view,2024-09-11T05:37:42
30546,5573,1606,view,2024-09-03T02:23:46
30547,613,327,view,2024-04-28T12:58:26
30548,7796,1047,complete,2024-09-19T08:48:07
30549,2812,216,complete,2024-10-27T14:26:21
30550,6924,255,view,2024-09-29T23:59:56
30551,3319,260,view,2024-07-17T11:06:48
30552,2736,1014,view,2024-04-05T13:38:36
30553,3431,1222,complete,2024-09-25T08:20:31
30554,4020,947,view,2024-06-29T22:03:46
30555,7405,962,view,2024-02-25T18:17:25
30556,8709,1032,complete,2024-06-02T05:42:19
30557,2803,1156,view,2024-08-04T20:12:28
30558,2132,1528,complete,2024-10-06T02:44:03
30559,6139,726,complete,2024-06-28T04:15:08
30560,8528,1137,view,2024-10-23T01:06:55
30561,3326,718,view,2024-10-01T17:26:59
30562,6615,45,view,2024-07-08T07:02:52
30563,8256,905,view,2024-08-16T19:35:25
30564,3898,942,view,2024-12-09T17:17:30
30565,2302,53,view,2024-04-03T10:29:03
30566,5529,1311,view,2024-10-11T23:31:43
30567,7221,515,view,2024-07-17T03:24:47
30568,384,110,complete,2024-12-07T15:16:33
30569,8317,282,view,2024-09-15T15:39:10
30570,2580,259,complete,2024-07-23T11:19:42
30571,4073,1183,view,2024-08-09T03:09:04
30572,6787,1626,complete,2024-11-19T03:52:02
30573,9095,2,complete,2024-04-14T05:40:43
30574,4355,1974,view,2024-11-30T05:30:33
30575,6059,1081,view,2024-08-18T21:15:52
30576,2284,1821,view,2024-01-31T18:44:22
30577,5933,225,view,2024-11-07T04:59:57
30578,2261,1392,view,2024-03-07T14:11:07
30579,4864,480,view,2024-11-28T01:27:32
30580,426,763,view,2024-07-23T11:57:57
30581,7354,1556,view,2024-06-18T09:40:42
30582,3636,317,view,2024-06-20T19:52:15
30583,9668,515,view,2024-03-05T08:49:26
30584,8113,1904,view,2024-07-15T16:13:38
30585,8332,1000,view,2024-07-08T08:41:43
30586,6707,339,view,2024-07-05T11:06:26
30587,3042,743,view,2024-04-09T20:26:51
30588,5255,1905,view,2024-07-12T08:25:24
30589,115,676,view,2024-11-02T04:54:42
30590,5563,143,view,2024-07-28T02:00:46
30591,40,1570,view,2024-05-28T22:56:38
30592,3506,972,view,2024-12-23T00:42:58
30593,110,1463,view,2024-08-27T10:54:34
30594,537,573,view,2024-02-02T09:57:02
30595,6080,1404,view,2024-01-21T04:45:39
30596,7523,424,view,2024-04-24T09:32:09
30597,4652,1879,view,2024-01-07T23:53:02
30598,2049,490,view,2024-06-21T02:07:03
30599,5713,781,view,2024-05-27T08:15:44
30600,5548,1378,complete,2024-09-30T18:42:04
30601,5434,883,view,2024-12-04T15:30:13
30602,7469,770,complete,2024-11-28T19:10:03
30603,7610,746,view,2024-10-31T14:23:45
30604,5283,1519,view,2024-03-05T05:36:13
30605,5796,1211,complete,2024-08-19T18:39:23
30606,3626,95,complete,2024-05-26T11:20:05
30607,4098,1338,view,2024-12-02T09:34:11
30608,6930,985,view,2024-08-28T22:48:55
30609,6123,1809,view,2024-11-04T12:08:04
30610,9494,708,view,2024-05-27T22:13:50
30611,4919,1334,complete,2024-05-01T17:59:42
30612,9135,1562,view,2024-03-11T22:20:15
30613,6176,600,view,2024-11-20T05:22:17
30614,8177,1324,complete,2024-10-18T00:25:37
30615,229,1096,view,2024-04-19T09:37:14
30616,778,1305,view,2024-02-08T23:09:41
30617,371,1290,view,2024-10-15T19:22:25
30618,102,495,view,2024-05-03T00:15:50
30619,3243,625,view,2024-07-07T18:33:56
30620,6663,703,view,2024-03-26T14:17:33
30621,6389,90,view,2024-01-29T20:36:23
30622,4685,1344,view,2024-09-15T12:57:49
30623,8087,1683,view,2024-07-18T12:53:37
30624,2763,1816,view,2024-01-20T11:51:24
30625,7139,1456,view,2024-02-24T15:39:25
30626,2184,201,view,2024-01-08T02:05:54
30627,4567,219,view,2024-04-20T22:33:13
30628,9316,1948,view,2024-01-08T20:09:47
30629,8970,373,view,2024-04-12T11:28:12
30630,8588,934,complete,2024-01-31T02:17:13
30631,479,3,view,2024-09-30T13:09:36
30632,7627,999,view,2024-12-13T21:37:08
30633,9125,115,view,2024-01-04T02:06:45
30634,8346,1065,view,2024-06-27T17:18:09
30635,8197,134,view,2024-11-08T21:25:14
30636,8115,1700,complete,2024-02-09T17:21:39
30637,5807,1658,complete,2024-08-08T02:45:41
30638,775,937,view,2024-01-27T19:41:52
30639,1316,501,view,2024-02-22T07:02:22
30640,7687,1666,view,2024-08-19T03:07:24
30641,9639,1519,complete,2024-10-28T05:02:20
30642,8446,1668,complete,2024-11-08T10:14:20
30643,2404,285,view,2024-04-18T16:12:24
30644,6898,1296,view,2024-04-06T20:07:50
30645,3254,1771,view,2024-11-01T12:41:57
30646,3029,1600,view,2024-09-24T09:03:53
30647,7159,221,view,2024-04-06T12:07:48
30648,579,969,view,2024-06-26T05:52:16
30649,8295,1258,view,2024-01-22T20:05:35
30650,1294,1040,view,2024-12-25T13:59:30
30651,2043,1602,view,2024-03-10T22:01:25
30652,4441,1416,complete,2024-06-13T00:25:51
30653,7141,595,view,2024-05-21T12:34:30
30654,2021,775,view,2024-06-19T00:37:02
30655,2255,1007,view,2024-07-24T11:39:09
30656,9712,196,view,2024-12-24T12:30:01
30657,3480,990,view,2024-02-08T17:10:57
30658,4346,1375,complete,2024-04-23T01:18:01
30659,2358,1322,view,2024-08-28T21:50:14
30660,7810,688,complete,2024-06-02T15:47:50
30661,1661,1134,complete,2024-03-27T05:21:11
30662,3418,1903,complete,2024-11-06T19:55:59
30663,6291,707,view,2024-05-18T21:06:56
30664,677,284,view,2024-05-03T10:34:41
30665,6625,32,complete,2024-01-12T15:17:11
30666,8288,1836,view,2024-01-31T15:50:43
30667,4311,308,view,2024-08-14T04:43:57
30668,2763,573,complete,2024-03-22T08:48:20
30669,6293,1770,complete,2024-05-23T16:56:38
30670,7007,696,view,2024-03-22T04:15:57
30671,3386,604,view,2024-12-16T13:12:38
30672,3107,748,view,2024-01-25T12:08:10
30673,3380,766,view,2024-09-13T23:41:48
