enrollment_id,user_id,course_id,enroll_date
4013,7750,2,2024-02-11T07:23:54
4014,4888,17,2024-02-20T16:12:43
4015,4675,95,2024-09-01T11:54:42
4016,2157,80,2024-10-15T09:24:59
4017,7945,24,2024-08-21T17:30:35
4018,4140,57,2024-02-16T17:47:01
4019,5630,71,2024-01-16T22:30:38
4020,7088,83,2024-08-15T19:08:56
4021,5079,144,2024-12-20T06:06:15
4022,6406,97,2024-12-09T07:51:46
4023,6872,36,2024-09-11T03:01:55
4024,633,45,2024-11-13T10:48:19
4025,2200,10,2024-03-14T22:58:11
4026,5354,63,2024-03-15T22:12:52
4027,2911,43,2024-09-30T15:54:27
4028,623,51,2024-06-22T02:52:32
4029,6074,107,2024-12-25T10:17:28
4030,361,3,2024-02-08T07:22:02
4031,6366,194,2024-01-30T01:55:42
4032,8402,163,2024-07-31T06:29:08
4033,9123,69,2024-08-28T09:35:41
4034,3944,79,2024-05-13T04:02:26
4035,4870,36,2024-04-27T01:57:49
4036,8129,49,2024-10-08T16:45:29
4037,878,1,2024-07-03T03:51:01
4038,4796,170,2024-10-22T12:55:20
4039,7792,169,2024-03-19T10:46:05
4040,2524,73,2024-07-26T05:07:00
4041,6271,185,2024-10-06T22:03:30
4042,8584,116,2024-02-29T16:19:48
4043,6624,148,2024-01-18T00:20:56
4044,5089,14,2024-02-19T15:28:48
4045,7565,122,2024-03-15T10:50:10
4046,7067,93,2024-06-11T10:01:24
4047,6546,180,2024-08-01T18:59:29
4048,2322,54,2024-10-03T08:37:18
4049,8150,49,2024-04-08T01:42:29
4050,8126,30,2024-12-12T06:11:23
4051,8331,131,2024-12-06T14:56:04
4052,8295,12,2024-10-21T21:42:10
4053,5334,111,2024-11-27T10:37:17
4054,8676,159,2024-11-24T14:06:43
4055,7859,165,2024-12-18T04:07:37
4056,4320,155,2024-08-05T14:48:13
4057,5390,116,2024-05-14T21:26:20
4058,1849,152,2024-12-13T13:11:38
4059,3206,112,2024-05-22T03:28:45
4060,2162,169,2024-06-23T04:09:26
4061,1465,104,2024-09-01T14:45:50
4062,644,192,2024-10-05T13:57:42
4063,5352,11,2024-02-15T14:31:01
4064,4554,91,2024-12-19T17:43:46
4065,6519,73,2024-06-18T08:59:12
4066,5724,16,2024-01-27T07:05:20
4067,7947,14,2024-07-06T12:12:51
4068,611,175,2024-06-11T17:24:06
4069,4303,158,2024-07-22T09:49:21
4070,1544,110,2024-12-27T16:38:47
4071,1467,152,2024-07-14T16:24:12
4072,9109,141,2024-11-03T03:35:02
4073,6237,119,2024-01-09T11:53:19
4074,1182,126,2024-03-05T19:56:53
4075,2147,9,2024-08-20T16:31:00
4076,2273,177,2024-04-16T11:15:01
4077,9044,154,2024-09-27T13:46:21
4078,4537,49,2024-02-20T01:45:15
4079,720,42,2024-04-22T11:47:34
4080,4681,173,2024-01-18T15:34:48
4081,3473,114,2024-08-07T21:07:52
4082,3643,77,2024-01-24T14:38:07
4083,64,149,2024-11-04T12:15:17
4084,560,157,2024-09-26T10:42:56
4085,7447,92,2024-03-14T20:42:28
4086,1734,152,2024-10-14T15:57:57
4087,8862,120,2024-11-12T08:00:09
4088,3895,170,2024-06-03T08:54:39
4089,1543,84,2024-07-11T05:58:32
4090,9464,103,2024-09-22T21:48:47
4091,2416,71,2024-07-25T18:58:43
4092,6091,169,2024-12-03T23:22:16
4093,5218,48,2024-07-18T10:03:07
4094,5388,79,2024-01-30T02:54:56
4095,5180,77,2024-03-05T06:44:29
4096,8188,43,2024-06-19T00:04:42
4097,6644,8,2024-10-18T13:17:24
4098,7661,63,2024-07-16T18:49:06
4099,2459,120,2024-05-29T04:32:29
4100,9356,63,2024-08-06T10:52:00
4101,6029,6,2024-10-29T16:16:30
4102,5448,74,2024-05-31T13:21:53
4103,4560,52,2024-06-04T16:10:59
4104,2750,21,2024-08-23T19:41:07
4105,1949,142,2024-04-15T10:30:33
4106,6307,116,2024-03-21T08:40:37
4107,8252,58,2024-03-12T11:37:21
4108,8093,153,2024-01-02T09:33:34
4109,8525,56,2024-03-03T03:20:11
4110,190,83,2024-08-10T02:28:31
4111,6009,9,2024-03-25T14:06:54
4112,7483,164,2024-08-17T22:53:27
4113,296,185,2024-09-27T13:55:02
4114,8369,133,2024-01-04T10:35:36
4115,8169,81,2024-12-07T10:19:07
4116,800,94,2024-12-26T15:26:01
4117,8998,135,2024-11-03T01:21:46
4118,7004,134,2024-07-18T03:36:07
4119,9935,52,2024-06-25T21:01:03
4120,8407,198,2024-07-14T15:55:18
4121,2701,106,2024-10-01T20:44:44
4122,8789,55,2024-10-06T20:17:04
4123,9910,14,2024-07-22T22:02:13
4124,9548,129,2024-04-10T12:30:48
4125,9485,165,2024-04-27T19:59:15
4126,5874,49,2024-11-27T01:38:37
4127,4715,140,2024-03-26T13:41:00
4128,6492,133,2024-04-25T02:18:35
4129,8334,70,2024-10-02T01:24:44
4130,2840,116,2024-04-14T06:44:16
4131,3514,119,2024-08-02T10:25:10
4132,9907,139,2024-02-16T06:07:26
4133,1136,181,2024-03-07T10:51:08
4134,6358,183,2024-03-27T23:10:25
4135,2248,79,2024-01-18T17:08:20
4136,6549,50,2024-07-26T05:11:37
4137,4517,181,2024-04-02T12:20:28
4138,4103,125,2024-04-23T08:10:36
4139,1549,55,2024-01-16T04:21:05
4140,6533,92,2024-09-05T09:38:49
4141,4512,3,2024-02-27T12:45:35
4142,2832,120,2024-12-09T03:46:19
4143,9199,144,2024-04-17T20:52:41
4144,3063,173,2024-12-26T02:34:38
4145,7976,81,2024-02-21T15:22:59
4146,3053,164,2024-04-15T00:38:07
4147,7211,19,2024-12-05T04:31:05
4148,3540,132,2024-11-03T01:07:29
4149,527,59,2024-01-21T00:12:03
4150,2808,89,2024-09-06T11:43:27
4151,9388,140,2024-04-06T16:55:24
4152,1754,63,2024-11-15T18:44:23
4153,9865,184,2024-03-22T13:05:04
4154,6883,27,2024-07-26T14:47:09
4155,1655,196,2024-02-15T02:55:16
4156,4842,125,2024-01-01T13:02:54
4157,4042,152,2024-09-08T21:48:51
4158,5025,154,2024-05-14T22:34:46
4159,9040,22,2024-09-02T17:01:54
4160,9060,70,2024-08-23T00:29:44
4161,8966,19,2024-05-23T08:21:21
4162,8735,101,2024-05-06T01:08:09
4163,4418,162,2024-02-02T07:54:37
4164,8978,139,2024-09-30T23:22:47
4165,4636,120,2024-12-09T07:21:01
4166,2884,88,2024-08-01T07:36:53
4167,5885,173,2024-04-12T13:00:51
4168,449,37,2024-10-07T10:16:10
4169,3311,151,2024-02-21T21:21:01
4170,4586,168,2024-06-07T14:01:53
4171,8109,171,2024-12-14T21:05:46
4172,4410,4,2024-08-25T11:25:32
4173,7874,82,2024-04-24T12:37:25
4174,6052,15,2024-05-06T01:49:07
4175,8577,151,2024-01-23T05:44:01
4176,295,140,2024-08-31T02:19:34
4177,1239,68,2024-11-12T20:56:44
4178,8042,68,2024-01-05T01:00:40
4179,2817,180,2024-11-15T23:36:03
4180,1099,169,2024-05-18T01:20:35
4181,1738,105,2024-03-26T03:50:02
4182,2190,59,2024-10-10T16:32:09
4183,2766,58,2024-04-18T14:53:52
4184,1223,120,2024-03-09T15:17:30
4185,6550,187,2024-04-09T09:58:25
4186,411,200,2024-01-07T01:45:40
4187,2946,151,2024-07-27T16:49:32
4188,8103,129,2024-09-12T06:38:38
4189,4787,56,2024-12-03T02:10:40
4190,9070,4,2024-10-29T05:13:08
4191,787,29,2024-12-30T16:16:18
4192,2110,17,2024-10-30T02:54:36
4193,5447,177,2024-08-14T12:23:18
4194,5836,51,2024-02-11T08:07:05
4195,1987,177,2024-10-07T15:08:26
4196,8127,24,2024-10-16T15:04:41
4197,9071,44,2024-09-24T05:42:01
4198,7301,116,2024-05-28T08:19:14
4199,9800,169,2024-09-10T22:05:17
4200,5710,57,2024-04-09T22:37:50
4201,2404,184,2024-12-03T21:13:41
4202,8263,32,2024-08-31T04:52:59
4203,4402,159,2024-09-03T08:09:22
4204,6702,144,2024-08-22T16:52:22
4205,3296,160,2024-08-01T22:33:11
4206,8954,108,2024-03-21T01:32:28
4207,2122,42,2024-11-13T05:33:58
4208,3583,122,2024-06-20T17:27:42
4209,4198,34,2024-03-26T16:30:17
4210,9822,165,2024-05-05T22:21:01
4211,5701,144,2024-04-14T09:20:13
4212,7233,85,2024-03-20T04:39:33
4213,4289,141,2024-08-13T21:29:58
4214,1086,122,2024-09-01T14:10:03
4215,8646,120,2024-11-09T16:37:00
4216,2622,82,2024-11-29T07:12:09
4217,8811,194,2024-10-19T09:30:54
4218,8829,120,2024-06-02T13:59:10
4219,2349,161,2024-03-01T10:41:01
4220,4875,105,2024-06-22T05:32:32
4221,3037,82,2024-03-30T23:48:58
4222,2350,92,2024-10-10T10:20:23
4223,5744,163,2024-10-09T01:28:38
4224,4433,165,2024-06-17T12:16:27
4225,6176,40,2024-05-23T03:58:26
4226,7266,136,2024-02-27T14:34:29
4227,6104,54,2024-12-16T08:48:59
4228,7359,89,2024-07-05T00:40:04
4229,9264,135,2024-02-06T09:15:50
4230,2032,2,2024-07-11T14:41:35
4231,1250,97,2024-03-11T11:49:43
4232,9488,56,2024-06-27T09:49:34
4233,6809,104,2024-03-12T20:35:10
4234,3557,124,2024-11-12T17:55:27
4235,8520,185,2024-11-30T21:42:17
4236,8989,177,2024-03-09T09:28:09
4237,5300,197,2024-03-14T08:18:07
4238,3095,125,2024-08-09T05:35:50
4239,2978,78,2024-07-09T11:57:45
4240,963,8,2024-10-10T07:14:46
4241,5726,84,2024-03-11T01:30:42
4242,5490,191,2024-09-08T11:44:11
4243,1269,82,2024-04-19T12:50:34
4244,5280,199,2024-01-09T04:10:30
4245,373,88,2024-04-30T10:54:10
4246,4381,174,2024-03-04T06:30:42
4247,7618,67,2024-12-09T19:09:23
4248,9797,117,2024-03-10T00:36:12
4249,6280,174,2024-11-13T11:38:41
4250,96,78,2024-06-02T02:11:07
4251,4370,67,2024-09-23T22:43:23
4252,3942,42,2024-08-24T01:18:44
4253,7022,64,2024-03-13T22:52:13
4254,9393,128,2024-01-27T23:21:33
4255,3945,73,2024-02-25T17:43:31
4256,5869,181,2024-01-28T23:32:32
4257,5397,199,2024-06-14T14:17:23
4258,8042,90,2024-04-05T05:55:53
4259,132,7,2024-06-25T17:07:57
4260,7291,7,2024-12-19T01:42:56
4261,9583,122,2024-09-07T12:56:33
4262,6517,164,2024-06-05T07:36:43
4263,9342,116,2024-02-08T22:14:48
4264,5907,13,2024-10-08T07:01:47
4265,808,195,2024-07-23T13:55:55
4266,51,20,2024-02-23T07:38:51
4267,5278,53,2024-10-09T05:56:14
4268,56,86,2024-10-18T10:38:48
4269,3665,180,2024-11-09T19:02:17
4270,744,97,2024-01-05T13:52:37
4271,6031,61,2024-08-22T07:06:11
4272,8132,125,2024-02-08T17:33:01
4273,80,102,2024-05-26T18:03:05
4274,2967,116,2024-05-29T03:03:04
4275,3729,90,2024-01-09T01:05:10
4276,4537,96,2024-02-12T17:36:19
4277,126,61,2024-11-17T00:07:06
4278,5814,56,2024-01-06T06:18:51
4279,8411,94,2024-10-23T11:49:48
4280,948,40,2024-11-18T12:58:50
4281,595,81,2024-09-07T07:00:31
4282,5031,63,2024-12-28T23:49:40
4283,141,185,2024-01-17T23:41:12
4284,3056,132,2024-02-21T07:59:52
4285,9823,154,2024-04-06T10:43:26
4286,9069,95,2024-10-26T02:00:59
4287,4206,62,2024-02-02T11:10:01
4288,5172,182,2024-04-13T22:44:21
4289,7783,190,2024-02-25T09:27:36
4290,2661,146,2024-12-30T12:22:15
4291,6857,10,2024-08-31T15:38:46
4292,6090,36,2024-08-20T21:01:25
4293,5319,130,2024-01-06T05:48:00
4294,2553,60,2024-11-03T17:42:26
4295,3612,175,2024-01-04T15:34:43
4296,8063,73,2024-11-03T10:48:45
4297,1041,160,2024-02-11T07:09:02
4298,8507,197,2024-07-29T15:15:22
4299,7604,179,2024-10-12T21:14:34
4300,4173,67,2024-11-13T18:41:33
4301,2947,81,2024-05-11T10:01:21
4302,3237,77,2024-11-27T03:55:42
4303,3681,195,2024-10-01T17:57:56
4304,4808,68,2024-02-02T23:55:58
4305,1538,82,2024-03-19T13:46:27
4306,3873,56,2024-02-24T01:43:06
4307,1868,99,2024-07-05T13:53:22
4308,1162,14,2024-10-22T00:39:14
4309,3921,144,2024-08-06T14:09:13
4310,5694,76,2024-12-12T13:40:49
4311,3883,75,2024-06-21T13:25:13
4312,7739,66,2024-11-12T16:41:02
4313,8457,33,2024-03-04T08:36:59
4314,6332,13,2024-04-29T09:02:08
4315,5183,30,2024-05-08T20:11:34
4316,9495,26,2024-07-04T23:44:58
4317,9387,114,2024-03-01T00:10:06
4318,1527,13,2024-04-04T16:27:47
4319,8132,68,2024-01-22T16:47:50
4320,4395,123,2024-07-30T02:02:00
4321,1159,33,2024-09-25T18:17:29
4322,4368,143,2024-04-13T20:52:35
4323,4631,145,2024-08-31T16:35:31
4324,3514,6,2024-07-30T02:50:22
4325,1145,5,2024-02-17T19:08:49
4326,69,161,2024-01-09T05:40:19
4327,3718,54,2024-11-16T08:51:26
4328,9019,144,2024-01-18T07:00:39
4329,9362,174,2024-02-09T22:18:29
4330,9176,152,2024-07-30T12:25:56
4331,9645,125,2024-04-25T05:48:11
4332,9232,5,2024-02-09T19:59:06
4333,4724,195,2024-07-17T15:55:15
4334,4214,125,2024-12-10T06:22:36
4335,6414,76,2024-11-20T20:35:24
4336,3467,50,2024-06-10T06:44:01
4337,3027,169,2024-02-25T01:59:53
4338,6999,183,2024-01-01T11:16:54
4339,2748,81,2024-12-20T06:00:44
4340,7272,113,2024-03-28T02:44:46
4341,6172,20,2024-01-10T07:42:15
4342,3856,178,2024-03-29T00:45:55
4343,8754,125,2024-06-14T21:11:26
4344,2204,35,2024-05-29T16:01:49
4345,3420,178,2024-02-27T05:38:55
4346,1145,161,2024-05-17T05:05:13
4347,2700,67,2024-09-11T12:26:26
4348,9744,199,2024-04-21T09:36:01
4349,561,138,2024-03-28T17:23:42
4350,1188,41,2024-12-23T22:46:55
4351,3134,168,2024-12-07T08:46:53
4352,3412,134,2024-09-22T19:13:59
4353,1690,161,2024-05-29T10:04:19
4354,4408,16,2024-09-23T17:07:32
4355,2424,24,2024-12-09T09:33:51
4356,1370,60,2024-10-04T14:53:45
4357,6008,121,2024-11-15T12:54:38
4358,6729,74,2024-12-16T03:39:27
4359,8773,139,2024-02-13T15:43:29
4360,977,172,2024-07-10T00:06:00
4361,4273,3,2024-03-06T20:24:17
4362,6498,166,2024-02-12T18:32:19
4363,119,168,2024-03-28T04:42:03
4364,1543,120,2024-02-09T12:15:02
4365,4863,19,2024-04-19T10:41:57
4366,3044,40,2024-05-18T18:21:03
4367,973,53,2024-01-30T15:04:25
4368,916,164,2024-08-27T02:42:35
4369,6622,67,2024-05-09T14:32:25
4370,9630,86,2024-02-15T23:06:39
4371,587,89,2024-05-20T00:02:34
4372,8543,148,2024-12-24T13:57:44
4373,5626,156,2024-12-25T02:50:57
4374,7355,185,2024-12-23T05:50:36
4375,4592,131,2024-02-02T22:26:00
4376,2563,86,2024-12-13T19:28:16
4377,6840,108,2024-01-17T20:01:18
4378,8465,165,2024-08-22T18:24:28
4379,2928,121,2024-02-28T16:22:54
4380,6196,146,2024-03-10T03:42:43
4381,6277,84,2024-06-15T11:06:22
4382,9957,46,2024-07-25T00:26:16
4383,4291,5,2024-05-10T00:58:22
4384,5883,107,2024-08-20T20:47:02
4385,6447,123,2024-03-11T10:26:55
4386,5168,73,2024-09-20T20:46:38
4387,9963,81,2024-06-14T03:33:59
4388,1523,57,2024-02-28T08:09:07
4389,9024,154,2024-12-12T20:27:32
4390,562,33,2024-09-16T03:26:19
4391,3541,97,2024-09-23T20:48:07
4392,1480,36,2024-04-27T02:46:40
4393,6678,93,2024-08-30T15:10:08
4394,1206,22,2024-11-13T12:14:06
4395,6661,82,2024-04-21T11:05:08
4396,8849,17,2024-05-15T07:11:23
4397,590,44,2024-12-05T23:20:22
4398,4327,180,2024-02-10T08:37:42
4399,4905,22,2024-04-15T06:46:20
4400,9564,197,2024-12-21T19:55:23
4401,6422,129,2024-07-12T21:21:16
4402,3760,30,2024-09-13T23:47:11
4403,8940,167,2024-05-23T08:22:40
4404,8656,163,2024-12-28T07:05:20
4405,8946,69,2024-04-13T01:42:58
4406,5937,198,2024-11-10T20:27:09
4407,8775,89,2024-12-18T05:42:34
4408,2206,11,2024-10-03T05:51:31
4409,4115,51,2024-11-06T04:16:12
4410,4028,63,2024-01-30T15:48:54
4411,4817,86,2024-11-02T08:40:19
4412,7189,123,2024-01-01T20:18:27
4413,2809,34,2024-11-30T15:45:22
4414,3604,121,2024-12-28T09:04:30
4415,3914,183,2024-02-27T17:27:09
4416,1420,78,2024-10-29T01:28:21
4417,2168,123,2024-09-11T17:00:12
4418,2145,20,2024-02-26T22:18:33
4419,2168,186,2024-05-04T09:00:08
4420,9753,17,2024-02-27T09:24:40
4421,9369,34,2024-05-31T16:39:06
4422,9461,99,2024-06-22T11:30:10
4423,5892,190,2024-10-07T03:24:30
4424,6537,162,2024-11-05T11:11:13
4425,1167,200,2024-11-01T01:49:12
4426,3576,147,2024-07-04T19:18:34
4427,2842,116,2024-11-12T09:05:10
4428,1871,114,2024-01-27T03:24:30
4429,2887,97,2024-02-13T22:45:54
4430,160,126,2024-08-12T09:53:09
4431,7244,120,2024-06-15T00:09:07
4432,3764,66,2024-10-09T05:24:25
4433,1056,72,2024-04-18T03:35:08
4434,334,93,2024-02-26T04:24:06
4435,3597,170,2024-02-05T03:01:38
4436,7608,51,2024-05-05T11:04:33
4437,9084,199,2024-02-19T12:43:09
4438,1363,177,2024-03-11T15:10:22
4439,926,124,2024-10-25T01:56:54
4440,5520,157,2024-05-29T12:37:20
4441,2444,95,2024-05-16T22:33:06
4442,3981,30,2024-05-04T00:14:19
4443,7261,99,2024-07-10T22:20:17
4444,1420,153,2024-06-13T14:24:04
4445,60,111,2024-07-05T21:56:03
4446,2525,196,2024-09-26T07:09:02
4447,3798,113,2024-06-09T18:14:27
4448,1579,190,2024-08-21T16:39:08
4449,7202,38,2024-11-04T03:58:15
4450,708,17,2024-09-04T05:34:51
4451,8166,74,2024-05-09T12:07:13
4452,5278,129,2024-02-23T16:18:56
4453,1781,18,2024-11-07T12:29:43
4454,2414,191,2024-09-10T23:17:42
4455,7751,174,2024-12-23T21:58:49
4456,2162,147,2024-04-05T12:01:47
4457,8801,125,2024-05-28T19:32:42
4458,309,50,2024-06-11T14:11:26
4459,5440,120,2024-08-01T08:12:46
4460,4308,96,2024-07-12T01:19:45
4461,2365,54,2024-07-28T05:29:17
4462,185,31,2024-07-26T07:06:10
4463,5325,97,2024-07-10T07:22:40
4464,5484,193,2024-07-25T19:01:17
4465,246,46,2024-07-27T05:51:47
4466,8431,35,2024-11-15T00:02:31
4467,8184,49,2024-03-30T08:49:21
4468,5925,81,2024-05-29T08:59:09
4469,520,162,2024-02-02T11:22:25
4470,3908,29,2024-08-13T14:58:34
4471,277,134,2024-10-04T15:32:49
4472,5102,1,2024-06-12T19:50:27
4473,8798,183,2024-07-23T15:29:31
4474,4574,27,2024-08-12T10:11:55
4475,4604,140,2024-10-28T14:22:02
4476,4054,4,2024-09-26T07:52:43
4477,6813,80,2024-11-11T01:47:25
4478,6074,180,2024-10-17T14:30:27
4479,142,128,2024-03-26T04:20:27
4480,1718,11,2024-09-30T01:18:16
4481,7314,52,2024-02-03T21:13:51
4482,5715,84,2024-04-01T08:09:29
4483,400,154,2024-05-20T11:22:34
4484,4764,156,2024-01-02T02:42:50
4485,9715,72,2024-03-19T22:42:13
4486,9527,194,2024-11-26T08:07:15
4487,6256,104,2024-01-07T15:53:34
4488,239,90,2024-05-20T17:47:53
4489,3216,155,2024-08-04T20:25:38
4490,7542,97,2024-07-03T01:18:49
4491,3648,125,2024-02-21T21:10:26
4492,5409,183,2024-12-23T15:26:54
4493,9809,71,2024-02-12T18:43:52
4494,6341,54,2024-01-24T03:18:05
4495,2430,46,2024-12-19T22:30:31
4496,3653,164,2024-05-15T16:09:18
4497,9914,128,2024-05-20T03:26:43
4498,6308,149,2024-11-25T14:56:14
4499,9465,177,2024-11-25T20:19:16
4500,5141,34,2024-12-02T14:54:19
4501,2879,122,2024-10-29T09:30:53
4502,1536,87,2024-11-14T01:43:50
4503,8728,162,2024-02-24T02:49:45
4504,6255,168,2024-04-24T10:46:40
4505,949,135,2024-06-27T19:07:50
4506,3942,90,2024-02-25T23:29:03
4507,9214,52,2024-11-20T09:06:57
4508,6604,49,2024-11-27T09:26:46
4509,8626,119,2024-08-02T04:21:22
4510,1404,81,2024-12-27T16:44:03
4511,7820,95,2024-12-20T13:20:49
4512,3512,89,2024-06-12T12:43:18
4513,2936,37,2024-04-04T04:14:22
4514,4879,190,2024-03-22T20:12:52
4515,7507,143,2024-11-17T11:51:30
4516,7592,2,2024-03-28T05:18:15
4517,5061,139,2024-01-22T16:42:20
4518,3334,96,2024-10-17T02:30:05
4519,1603,17,2024-02-23T12:24:04
4520,8421,173,2024-02-15T12:43:00
4521,2197,196,2024-09-27T05:08:47
4522,111,120,2024-09-30T09:24:33
4523,9437,189,2024-02-25T13:34:13
4524,6024,174,2024-05-26T14:11:22
4525,4160,32,2024-10-11T16:48:54
4526,3868,19,2024-01-11T05:34:14
4527,9570,195,2024-09-27T08:19:56
4528,7642,4,2024-06-13T22:34:20
4529,5005,25,2024-05-24T08:20:53
4530,9964,21,2024-01-22T00:05:35
4531,8205,93,2024-09-29T09:32:17
4532,7078,89,2024-02-11T04:04:59
4533,3262,113,2024-09-14T09:15:09
4534,663,98,2024-08-13T20:58:15
4535,8886,142,2024-01-29T15:35:20
4536,3391,150,2024-07-04T04:20:44
4537,9374,48,2024-11-21T05:28:49
4538,3019,51,2024-08-18T15:47:17
4539,9697,11,2024-12-04T01:26:00
4540,1903,187,2024-03-02T10:16:51
4541,4172,14,2024-01-12T17:21:05
4542,329,7,2024-02-27T01:04:58
4543,9632,197,2024-05-21T20:19:22
4544,6296,186,2024-02-24T20:48:06
4545,3847,40,2024-01-31T16:16:15
4546,225,81,2024-04-05T03:59:32
4547,2521,153,2024-01-30T22:18:02
4548,8065,123,2024-01-05T20:18:02
4549,3715,170,2024-08-09T01:10:17
4550,2408,86,2024-11-18T18:06:54
4551,6684,44,2024-11-12T00:20:19
4552,811,5,2024-06-10T18:00:48
4553,6753,104,2024-02-28T03:27:56
4554,3118,28,2024-10-24T06:12:36
4555,4774,188,2024-03-11T20:19:10
4556,3291,121,2024-07-01T10:31:28
4557,2252,149,2024-10-15T18:27:44
4558,4662,96,2024-02-24T09:56:31
4559,4607,49,2024-10-17T12:51:49
4560,9116,184,2024-07-23T20:11:26
4561,6422,57,2024-09-28T07:05:15
4562,3053,85,2024-04-26T07:36:50
4563,8208,189,2024-07-01T14:26:13
4564,4452,101,2024-06-08T19:40:03
4565,4926,38,2024-10-07T14:43:23
4566,2647,130,2024-05-11T00:12:31
4567,9294,131,2024-06-21T10:08:03
4568,9283,171,2024-10-30T11:08:49
4569,2907,74,2024-09-07T10:24:39
4570,1747,35,2024-09-27T00:10:19
4571,4310,168,2024-01-06T03:07:14
4572,9913,125,2024-04-21T08:52:53
4573,449,85,2024-02-13T05:04:49
4574,3013,58,2024-03-01T12:58:31
4575,1569,34,2024-01-24T07:14:52
4576,3492,25,2024-12-08T04:58:47
4577,7311,184,2024-09-06T12:06:28
4578,6884,32,2024-01-13T11:22:18
4579,5985,110,2024-08-22T15:18:21
4580,9240,101,2024-10-18T17:03:58
4581,7089,150,2024-03-08T09:53:05
4582,4769,127,2024-07-14T11:03:12
4583,1065,89,2024-03-03T06:33:32
4584,3822,193,2024-01-05T05:17:35
4585,8760,109,2024-06-02T22:37:44
4586,1437,100,2024-11-19T09:08:27
4587,6098,21,2024-06-13T12:25:54
4588,2484,21,2024-09-21T01:09:37
4589,7720,117,2024-12-06T04:41:34
4590,4801,156,2024-06-25T10:21:01
4591,6383,147,2024-08-03T05:06:27
4592,4830,14,2024-10-03T06:47:29
4593,6154,24,2024-11-18T03:40:13
4594,2795,20,2024-04-10T05:14:27
4595,7613,160,2024-12-22T23:06:03
4596,1098,180,2024-08-10T04:02:00
4597,1639,65,2024-07-13T21:47:24
4598,9851,52,2024-04-28T20:26:35
4599,9318,101,2024-10-02T11:38:50
4600,8456,186,2024-03-29T06:43:40
4601,161,104,2024-06-13T12:53:34
4602,9449,95,2024-12-27T17:44:43
4603,5907,92,2024-03-01T21:29:16
4604,8503,10,2024-04-15T13:37:00
4605,8419,70,2024-02-05T16:54:37
4606,8465,15,2024-07-21T12:44:31
4607,7082,175,2024-05-26T15:07:00
4608,4413,10,2024-02-18T14:19:38
4609,3158,149,2024-10-15T14:31:04
4610,2339,19,2024-03-23T06:43:04
4611,5589,68,2024-06-04T12:01:15
4612,1602,22,2024-08-28T09:54:21
4613,5889,63,2024-01-22T17:55:41
4614,3719,38,2024-03-26T00:21:20
4615,5547,15,2024-06-01T08:25:00
4616,1926,70,2024-03-12T08:09:00
4617,8759,114,2024-11-15T10:18:06
4618,2916,44,2024-10-16T17:11:03
4619,6899,158,2024-08-05T05:00:02
4620,8444,104,2024-08-22T23:47:09
4621,5653,24,2024-11-22T21:20:01
4622,3502,86,2024-01-30T23:38:32
4623,7275,94,2024-11-13T02:52:47
4624,1603,174,2024-09-25T21:53:01
4625,7360,132,2024-06-30T22:08:27
4626,514,6,2024-07-04T09:50:31
4627,8634,38,2024-05-01T15:08:21
4628,8193,26,2024-09-10T11:36:16
4629,6502,147,2024-09-06T06:51:22
4630,903,2,2024-06-06T07:48:16
4631,5720,68,2024-11-17T06:33:47
4632,9413,69,2024-05-27T18:14:16
4633,8149,47,2024-03-05T00:16:27
4634,2322,99,2024-01-22T05:34:36
4635,856,157,2024-11-07T23:39:52
4636,1018,64,2024-05-24T06:25:37
4637,5280,80,2024-09-08T03:11:19
4638,7713,140,2024-06-13T18:02:04
4639,4681,73,2024-03-16T15:01:14
4640,7073,139,2024-04-14T19:49:57
4641,6625,8,2024-02-12T02:22:10
4642,196,60,2024-02-10T13:04:44
4643,4695,154,2024-01-31T05:13:42
4644,9525,160,2024-05-20T20:37:27
4645,4652,167,2024-08-22T06:08:23
4646,6992,132,2024-10-29T10:54:59
4647,9710,92,2024-11-24T18:58:13
4648,2698,118,2024-05-10T06:49:21
4649,1058,126,2024-01-11T21:26:03
4650,5208,119,2024-04-03T00:34:50
4651,2793,172,2024-04-19T14:21:33
4652,421,83,2024-03-04T05:02:12
4653,2815,163,2024-07-29T07:46:43
4654,2841,179,2024-02-11T08:19:17
4655,1032,179,2024-01-26T08:49:07
4656,7640,157,2024-03-23T07:08:37
4657,1492,85,2024-08-19T21:28:32
4658,4976,164,2024-01-05T06:18:47
4659,4948,104,2024-10-20T19:17:27
4660,510,114,2024-12-19T06:53:51
4661,1860,188,2024-04-30T01:12:29
4662,5062,15,2024-03-13T21:53:56
4663,1859,51,2024-08-02T06:08:10
4664,9106,50,2024-03-19T08:13:18
4665,5608,111,2024-09-04T22:12:58
4666,2066,55,2024-12-26T20:47:22
4667,2967,12,2024-01-13T13:40:49
4668,6774,178,2024-04-03T08:05:09
4669,7893,190,2024-04-14T12:49:39
4670,9789,133,2024-02-03T00:37:27
4671,4443,155,2024-08-09T09:55:45
4672,9248,79,2024-08-07T08:17:16
4673,9216,90,2024-01-18T10:15:39
4674,3205,9,2024-08-06T22:25:52
4675,576,104,2024-11-02T21:26:14
4676,199,104,2024-07-06T21:24:28
4677,7424,163,2024-01-18T17:46:27
4678,1366,141,2024-01-19T15:50:53
4679,7835,44,2024-05-02T04:06:03
4680,1999,174,2024-02-06T04:47:19
